timestamp,ph,turb,temp,gas
2026-05-17T15:56:53.104Z,907,246,,468
2026-05-17T15:56:53.106Z,908.5,247,,468.5
2026-05-17T15:56:57.569Z,912.333,250.333,,469.333
2026-05-17T15:56:58.135Z,914.75,252,,469.75
2026-05-17T15:56:59.633Z,916.4,253.4,29.94,469.8
2026-05-17T15:57:00.633Z,919.4,256,29.97,470.2
2026-05-17T15:57:01.635Z,922,258.2,29.98,470.6
2026-05-17T15:57:02.637Z,922.8,258.8,29.97,470.8
2026-05-17T15:57:03.142Z,923.4,259.8,,470.8
2026-05-17T15:57:04.144Z,924,260.6,,471.2
2026-05-17T15:57:05.145Z,925,261.6,,471.4
2026-05-17T15:57:06.147Z,926,262.8,,471.8
2026-05-17T15:57:07.149Z,927.2,264,,472
2026-05-17T15:57:08.150Z,928,265,,472.2
2026-05-17T15:57:09.152Z,928.8,266,,472.4
2026-05-17T15:57:10.176Z,929.8,267,29.964,472.6
2026-05-17T15:57:11.652Z,930.4,267.8,29.964,472.6
2026-05-17T15:57:12.653Z,930.8,268.8,29.952,472.8
2026-05-17T15:57:13.159Z,931.4,269.8,,473.2
2026-05-17T15:57:14.160Z,932.2,270.6,,473.4
2026-05-17T15:57:15.161Z,932.4,271.4,,473.4
2026-05-17T15:57:16.162Z,933.6,273,,473.8
2026-05-17T15:57:17.165Z,934.8,274.4,,474.2
2026-05-17T15:57:18.166Z,936.2,275.8,,474.6
2026-05-17T15:57:19.665Z,937.2,277.2,29.94,475.2
2026-05-17T15:57:20.667Z,939,278.8,29.94,476.6
2026-05-17T15:57:21.667Z,940,279.8,29.952,477.6
2026-05-17T15:57:22.669Z,940.8,280.6,29.952,478.4
2026-05-17T15:57:23.671Z,941.6,281.4,29.952,479.6
2026-05-17T15:57:24.673Z,942.8,282.6,29.952,480.6
2026-05-17T15:57:25.511Z,943.2,283.4,,480.8
2026-05-17T15:57:26.243Z,943.2,283.8,,480.8
2026-05-17T15:57:27.182Z,943.6,284.4,,480.6
2026-05-17T15:57:28.183Z,943.4,284.8,,480
2026-05-17T15:57:29.185Z,942.6,284.8,,479.4
2026-05-17T15:57:30.186Z,941.8,284.8,,479.2
2026-05-17T15:57:31.188Z,942,285,,479
2026-05-17T15:57:32.189Z,942,285,,479
2026-05-17T15:57:33.191Z,942,285,,479
2026-05-17T15:57:34.192Z,942.2,285,,479
2026-05-17T15:57:35.194Z,942.6,285,,478.8
2026-05-17T15:57:36.196Z,942.4,285,,478.6
2026-05-17T15:57:37.197Z,942,284.8,,477.8
2026-05-17T15:57:38.199Z,941,284.2,,477
2026-05-17T15:57:39.200Z,940,283.8,,476
2026-05-17T15:57:40.203Z,939,283.2,,475.2
2026-05-17T15:57:41.204Z,938.2,282.6,,474.4
2026-05-17T15:57:42.702Z,937.2,282.4,29.938,474.2
2026-05-17T15:57:43.704Z,937.2,282.6,29.912,474
2026-05-17T15:57:44.705Z,937.2,282.6,29.912,474
2026-05-17T15:57:45.707Z,937.2,282.8,29.912,474
2026-05-17T15:57:46.709Z,937,283,29.912,474
2026-05-17T15:57:47.711Z,937,283,29.926,474
2026-05-17T15:57:48.711Z,937.2,283,29.926,474
2026-05-17T15:57:49.714Z,937.2,283.2,29.926,474
2026-05-17T15:57:50.715Z,937.6,283.2,29.912,474.2
2026-05-17T15:57:51.717Z,937.8,283.2,29.898,474.4
2026-05-17T15:57:52.719Z,937.8,283.2,29.884,474.8
2026-05-17T15:57:53.719Z,937.6,283.2,29.884,475.2
2026-05-17T15:57:54.721Z,937.8,282.6,29.87,475.6
2026-05-17T15:57:55.723Z,937.6,282,29.884,476
2026-05-17T15:57:56.725Z,938,281.2,29.884,476.2
2026-05-17T15:57:57.726Z,938.2,280.2,29.884,476
2026-05-17T15:57:58.232Z,938.4,279,,475.8
2026-05-17T15:57:59.730Z,938.2,278,29.884,475.6
2026-05-17T15:58:00.731Z,938.2,277,29.884,475.2
2026-05-17T15:58:01.734Z,937.6,276,29.884,475
2026-05-17T15:58:02.735Z,937.4,275.2,29.884,475
2026-05-17T15:58:03.736Z,937.2,274.6,29.898,475
2026-05-17T15:58:04.738Z,937.2,274,29.898,475
2026-05-17T15:58:05.739Z,937,273.6,29.898,475
2026-05-17T15:58:06.740Z,937,273.4,29.884,475
2026-05-17T15:58:07.743Z,937,273,29.884,475
2026-05-17T15:58:08.745Z,937,272.6,29.884,475
2026-05-17T15:58:09.746Z,937.2,272.4,29.884,475
2026-05-17T15:58:10.748Z,937.2,272.2,29.898,475
2026-05-17T15:58:11.253Z,937.2,271.8,,475
2026-05-17T15:58:12.751Z,937.4,271.6,29.898,475
2026-05-17T15:58:13.255Z,937.4,271.4,,474.8
2026-05-17T15:58:14.754Z,937.4,271,29.912,474.8
2026-05-17T15:58:15.260Z,937.6,270.6,,474.8
2026-05-17T15:58:16.283Z,937.8,270.4,29.912,474.6
2026-05-17T15:58:17.759Z,937.6,270.2,29.926,474.4
2026-05-17T15:58:18.760Z,938,270,29.926,474.4
2026-05-17T15:58:19.762Z,938,270,29.94,474.2
2026-05-17T15:58:20.534Z,938,269.8,,474
2026-05-17T15:58:21.269Z,938,269.6,,474
2026-05-17T15:58:22.293Z,938.2,269.4,29.94,474
2026-05-17T15:58:23.273Z,938,269.2,,474
2026-05-17T15:58:24.297Z,938,268.8,29.94,474
2026-05-17T15:58:25.276Z,938,268.6,,474
2026-05-17T15:58:26.278Z,938,268.4,,474
2026-05-17T15:58:27.278Z,938,268,,474
2026-05-17T15:58:28.777Z,938,267.6,29.94,474
2026-05-17T15:58:29.778Z,938,267.4,29.94,474
2026-05-17T15:58:30.781Z,938,267.2,29.94,474
2026-05-17T15:58:31.782Z,938,266.8,29.94,474
2026-05-17T15:58:32.783Z,938.2,266.4,29.94,474.2
2026-05-17T15:58:33.786Z,938.2,266,29.94,474.2
2026-05-17T15:58:34.786Z,938.2,265.6,29.94,474.2
2026-05-17T15:58:35.789Z,938.6,265.2,29.94,474.4
2026-05-17T15:58:36.790Z,938.6,264.8,29.94,474.6
2026-05-17T15:58:37.792Z,938.4,264.6,29.94,474.6
2026-05-17T15:58:38.296Z,938.4,264.4,,474.6
2026-05-17T15:58:39.795Z,938.4,264.2,29.94,474.6
2026-05-17T15:58:40.300Z,938,263.8,,474.4
2026-05-17T15:58:41.301Z,938.2,263.6,,474.4
2026-05-17T15:58:42.800Z,938.2,263.2,29.94,474.6
2026-05-17T15:58:43.801Z,938.2,262.8,29.94,475
2026-05-17T15:58:44.803Z,938.2,262.6,29.94,475.4
2026-05-17T15:58:45.804Z,938.2,262.6,29.94,475.8
2026-05-17T15:58:46.806Z,938,262.8,29.94,476
2026-05-17T15:58:47.808Z,938,263.2,29.926,476
2026-05-17T15:58:48.809Z,938,263.4,29.926,476
2026-05-17T15:58:49.811Z,938,263.6,29.926,476
2026-05-17T15:58:50.812Z,938.2,263.8,29.912,475.8
2026-05-17T15:58:51.815Z,938.4,263.8,29.912,475.4
2026-05-17T15:58:52.816Z,938.8,263.8,29.912,475.2
2026-05-17T15:58:53.818Z,939.2,264,29.898,475.2
2026-05-17T15:58:54.818Z,939.2,264.2,29.884,475.2
2026-05-17T15:58:55.821Z,939,264.6,29.884,475.4
2026-05-17T15:58:56.823Z,939,265,29.87,475.8
2026-05-17T15:58:57.824Z,938.8,265.4,29.87,476.2
2026-05-17T15:58:58.826Z,938.8,266,29.87,476.2
2026-05-17T15:58:59.827Z,938.8,266.4,29.87,476.4
2026-05-17T15:59:00.829Z,939.2,266.6,29.87,476.6
2026-05-17T15:59:01.830Z,939.2,266.8,29.87,476.8
2026-05-17T15:59:02.832Z,939.2,267,29.87,476.8
2026-05-17T15:59:03.834Z,939,267,29.87,477
2026-05-17T15:59:04.835Z,939.2,267.2,29.858,477
2026-05-17T15:59:05.838Z,939,267.4,29.846,477
2026-05-17T15:59:06.838Z,939,267.6,29.834,477
2026-05-17T15:59:07.841Z,938.8,267.8,29.822,478
2026-05-17T15:59:08.841Z,938.8,268,29.822,478.8
2026-05-17T15:59:09.844Z,938.8,268.2,29.822,479.8
2026-05-17T15:59:10.845Z,938.6,268.4,29.834,480.6
2026-05-17T15:59:11.847Z,938.6,268.6,29.834,481.4
2026-05-17T15:59:12.849Z,938.6,269,29.846,480.2
2026-05-17T15:59:13.851Z,938.8,269.4,29.846,479
2026-05-17T15:59:14.853Z,939,269.8,29.846,477.6
2026-05-17T15:59:15.854Z,939.2,270.2,29.846,476.4
2026-05-17T15:59:16.856Z,939.4,270.6,29.858,475.2
2026-05-17T15:59:17.729Z,939.8,271,,475.2
2026-05-17T15:59:18.859Z,939.8,271.4,29.858,475.2
2026-05-17T15:59:19.861Z,939.8,271.8,29.858,475.2
2026-05-17T15:59:20.862Z,940,272.4,29.87,475.4
2026-05-17T15:59:21.864Z,940,273,29.87,475.6
2026-05-17T15:59:22.663Z,940,273.6,,475.6
2026-05-17T15:59:23.867Z,940,274.4,29.87,475.8
2026-05-17T15:59:24.868Z,940,275,29.87,476
2026-05-17T15:59:25.870Z,940,275.4,29.858,476.4
2026-05-17T15:59:26.871Z,939.8,275.8,29.858,477.2
2026-05-17T15:59:27.873Z,939.6,276.2,29.858,477.6
2026-05-17T15:59:28.875Z,939.6,276.4,29.858,478
2026-05-17T15:59:29.877Z,939.6,276.8,29.858,478.2
2026-05-17T15:59:30.879Z,939.6,277.4,29.858,478.2
2026-05-17T15:59:31.879Z,939.8,278.2,29.858,477.8
2026-05-17T15:59:32.882Z,940.2,279,29.858,477.8
2026-05-17T15:59:33.883Z,940.6,279.8,29.858,478
2026-05-17T15:59:34.885Z,940.6,280.6,29.858,478.2
2026-05-17T15:59:35.887Z,940.6,281.4,29.87,478.4
2026-05-17T15:59:36.561Z,940.6,282.2,,478.6
2026-05-17T15:59:37.890Z,940.4,282.8,29.884,479
2026-05-17T15:59:38.891Z,940.2,283.6,29.884,478.8
2026-05-17T15:59:39.893Z,940.2,284.4,29.884,478.8
2026-05-17T15:59:40.894Z,940.2,285,29.872,478.8
2026-05-17T15:59:41.896Z,940.2,285.6,29.872,479
2026-05-17T15:59:42.898Z,940.4,286.4,29.858,479
2026-05-17T15:59:43.900Z,940.4,287.2,29.858,479
2026-05-17T15:59:44.902Z,940.8,287.8,29.858,478.8
2026-05-17T15:59:45.903Z,941.2,288.6,29.87,478.4
2026-05-17T15:59:46.904Z,941.4,289.4,29.87,477.8
2026-05-17T15:59:47.906Z,941.4,290,29.87,477.4
2026-05-17T15:59:48.907Z,941.4,290.4,29.858,477.2
2026-05-17T15:59:49.909Z,941.4,291,29.846,477.2
2026-05-17T15:59:50.911Z,941.2,291.6,29.846,477.2
2026-05-17T15:59:51.913Z,941.2,292.2,29.846,477.2
2026-05-17T15:59:52.914Z,941.2,293,29.846,477
2026-05-17T15:59:53.916Z,941.4,294,29.872,477
