timestamp,ph,turb,temp,gas,result,confidence,turbDev,phDev,gasDev,errors
2026-05-17T15:57:10.176Z,6.75,267,29.96,25,⚠️  Adulterated — Water Dilution,Medium,15.1,0.45,5.5,none
2026-05-17T15:57:11.652Z,6.75,267.8,29.96,25,⚠️  Adulterated — Water Dilution,Medium,15.4,0.45,5.5,none
2026-05-17T15:57:12.653Z,6.74,268.8,29.95,25,⚠️  Adulterated — Water Dilution,Medium,15.9,0.44,5.4,none
2026-05-17T15:57:13.159Z,6.74,269.8,,25.1,⚠️  Adulterated — Water Dilution,Medium,16.3,0.44,5.4,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:14.160Z,6.73,270.6,,25.2,⚠️  Adulterated — Water Dilution,Medium,16.6,0.43,5.3,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:15.161Z,6.73,271.4,,25.2,⚠️  Adulterated — Water Dilution,Medium,17,0.43,5.3,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:16.162Z,6.71,273,,25.3,⚠️  Adulterated — Water Dilution,Medium,17.7,0.41,5.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:17.165Z,6.7,274.4,,25.5,⚠️  Adulterated — Water Dilution,Medium,18.3,0.4,5.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:18.166Z,6.69,275.8,,25.6,⚠️  Adulterated — Water Dilution,Medium,18.9,0.39,5.1,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:19.665Z,6.68,277.2,29.94,25.8,⚠️  Adulterated — Water Dilution,Low,19.5,0.38,5,none
2026-05-17T15:57:20.667Z,6.66,278.8,29.94,26.3,⚠️  Adulterated — Water Dilution,Medium,20.2,0.36,4.7,none
2026-05-17T15:57:21.667Z,6.65,279.8,29.95,26.6,⚠️  Adulterated — Water Dilution,Medium,20.6,0.35,4.5,none
2026-05-17T15:57:22.669Z,6.64,280.6,29.95,26.9,⚠️  Adulterated — Water Dilution,Medium,20.9,0.34,4.3,none
2026-05-17T15:57:23.671Z,6.63,281.4,29.95,27.3,⚠️  Adulterated — Water Dilution,Medium,21.3,0.33,4.1,none
2026-05-17T15:57:24.673Z,6.62,282.6,29.95,27.6,⚠️  Adulterated — Water Dilution,Medium,21.8,0.32,3.9,none
2026-05-17T15:57:25.511Z,6.62,283.4,,27.7,⚠️  Adulterated — Water Dilution,Medium,22.2,0.32,3.8,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:26.243Z,6.62,283.8,,27.7,⚠️  Adulterated — Water Dilution,Medium,22.3,0.32,3.8,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:27.182Z,6.61,284.4,,27.6,⚠️  Adulterated — Water Dilution,Medium,22.6,0.31,3.9,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:28.183Z,6.62,284.8,,27.4,⚠️  Adulterated — Water Dilution,Medium,22.8,0.32,4,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:29.185Z,6.62,284.8,,27.2,⚠️  Adulterated — Water Dilution,Medium,22.8,0.32,4.1,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:30.186Z,6.63,284.8,,27.1,⚠️  Adulterated — Water Dilution,Medium,22.8,0.33,4.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:31.188Z,6.63,285,,27.1,⚠️  Adulterated — Water Dilution,Medium,22.8,0.33,4.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:32.189Z,6.63,285,,27.1,⚠️  Adulterated — Water Dilution,Medium,22.8,0.33,4.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:33.191Z,6.63,285,,27.1,⚠️  Adulterated — Water Dilution,Medium,22.8,0.33,4.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:34.192Z,6.63,285,,27.1,⚠️  Adulterated — Water Dilution,Medium,22.8,0.33,4.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:35.194Z,6.62,285,,27,⚠️  Adulterated — Water Dilution,Medium,22.8,0.32,4.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:36.196Z,6.63,285,,26.9,⚠️  Adulterated — Water Dilution,Medium,22.8,0.33,4.3,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:37.197Z,6.63,284.8,,26.7,⚠️  Adulterated — Water Dilution,Medium,22.8,0.33,4.4,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:38.199Z,6.64,284.2,,26.4,⚠️  Adulterated — Water Dilution,Medium,22.5,0.34,4.6,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:39.200Z,6.65,283.8,,26.1,⚠️  Adulterated — Water Dilution,Medium,22.3,0.35,4.8,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:40.203Z,6.66,283.2,,25.8,⚠️  Adulterated — Water Dilution,Medium,22.1,0.36,5,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:41.204Z,6.67,282.6,,25.5,⚠️  Adulterated — Water Dilution,High,21.8,0.37,5.1,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:42.702Z,6.68,282.4,29.94,25.5,⚠️  Adulterated — Water Dilution,High,21.7,0.38,5.2,none
2026-05-17T15:57:43.704Z,6.68,282.6,29.91,25.4,⚠️  Adulterated — Water Dilution,High,21.8,0.38,5.2,none
2026-05-17T15:57:44.705Z,6.68,282.6,29.91,25.4,⚠️  Adulterated — Water Dilution,High,21.8,0.38,5.2,none
2026-05-17T15:57:45.707Z,6.68,282.8,29.91,25.4,⚠️  Adulterated — Water Dilution,High,21.9,0.38,5.2,none
2026-05-17T15:57:46.709Z,6.68,283,29.91,25.4,⚠️  Adulterated — Water Dilution,High,22,0.38,5.2,none
2026-05-17T15:57:47.711Z,6.68,283,29.93,25.4,⚠️  Adulterated — Water Dilution,High,22,0.38,5.2,none
2026-05-17T15:57:48.711Z,6.68,283,29.93,25.4,⚠️  Adulterated — Water Dilution,High,22,0.38,5.2,none
2026-05-17T15:57:49.714Z,6.68,283.2,29.93,25.4,⚠️  Adulterated — Water Dilution,High,22.1,0.38,5.2,none
2026-05-17T15:57:50.715Z,6.67,283.2,29.91,25.5,⚠️  Adulterated — Water Dilution,High,22.1,0.37,5.2,none
2026-05-17T15:57:51.717Z,6.67,283.2,29.9,25.5,⚠️  Adulterated — Water Dilution,High,22.1,0.37,5.1,none
2026-05-17T15:57:52.719Z,6.67,283.2,29.88,25.7,⚠️  Adulterated — Water Dilution,High,22.1,0.37,5,none
2026-05-17T15:57:53.719Z,6.67,283.2,29.88,25.8,⚠️  Adulterated — Water Dilution,Medium,22.1,0.37,5,none
2026-05-17T15:57:54.721Z,6.67,282.6,29.87,25.9,⚠️  Adulterated — Water Dilution,Medium,21.8,0.37,4.9,none
2026-05-17T15:57:55.723Z,6.67,282,29.88,26.1,⚠️  Adulterated — Water Dilution,Medium,21.6,0.37,4.8,none
2026-05-17T15:57:56.725Z,6.67,281.2,29.88,26.1,⚠️  Adulterated — Water Dilution,Medium,21.2,0.37,4.8,none
2026-05-17T15:57:57.726Z,6.67,280.2,29.88,26.1,⚠️  Adulterated — Water Dilution,Medium,20.8,0.37,4.8,none
2026-05-17T15:57:58.232Z,6.67,279,,26,⚠️  Adulterated — Water Dilution,Medium,20.3,0.37,4.8,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:57:59.730Z,6.67,278,29.88,25.9,⚠️  Adulterated — Water Dilution,Low,19.8,0.37,4.9,none
2026-05-17T15:58:00.731Z,6.67,277,29.88,25.8,⚠️  Adulterated — Water Dilution,Low,19.4,0.37,5,none
2026-05-17T15:58:01.734Z,6.67,276,29.88,25.7,⚠️  Adulterated — Water Dilution,Low,19,0.37,5,none
2026-05-17T15:58:02.735Z,6.68,275.2,29.88,25.7,⚠️  Adulterated — Water Dilution,Low,18.6,0.38,5,none
2026-05-17T15:58:03.736Z,6.68,274.6,29.9,25.7,⚠️  Adulterated — Water Dilution,Low,18.4,0.38,5,none
2026-05-17T15:58:04.738Z,6.68,274,29.9,25.7,⚠️  Adulterated — Water Dilution,Low,18.1,0.38,5,none
2026-05-17T15:58:05.739Z,6.68,273.6,29.9,25.7,⚠️  Adulterated — Water Dilution,Low,17.9,0.38,5,none
2026-05-17T15:58:06.740Z,6.68,273.4,29.88,25.7,⚠️  Adulterated — Water Dilution,Low,17.8,0.38,5,none
2026-05-17T15:58:07.743Z,6.68,273,29.88,25.7,⚠️  Adulterated — Water Dilution,Low,17.7,0.38,5,none
2026-05-17T15:58:08.745Z,6.68,272.6,29.88,25.7,⚠️  Adulterated — Water Dilution,Low,17.5,0.38,5,none
2026-05-17T15:58:09.746Z,6.68,272.4,29.88,25.7,⚠️  Adulterated — Water Dilution,Low,17.4,0.38,5,none
2026-05-17T15:58:10.748Z,6.68,272.2,29.9,25.7,⚠️  Adulterated — Water Dilution,Low,17.3,0.38,5,none
2026-05-17T15:58:11.253Z,6.68,271.8,,25.7,⚠️  Adulterated — Water Dilution,Low,17.2,0.38,5,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:12.751Z,6.68,271.6,29.9,25.7,⚠️  Adulterated — Water Dilution,Low,17.1,0.38,5,none
2026-05-17T15:58:13.255Z,6.68,271.4,,25.7,⚠️  Adulterated — Water Dilution,Medium,17,0.38,5,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:14.754Z,6.68,271,29.91,25.7,⚠️  Adulterated — Water Dilution,Medium,16.8,0.38,5,none
2026-05-17T15:58:15.260Z,6.67,270.6,,25.7,⚠️  Adulterated — Water Dilution,Medium,16.6,0.37,5,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:16.283Z,6.67,270.4,29.91,25.6,⚠️  Adulterated — Water Dilution,Medium,16.6,0.37,5.1,none
2026-05-17T15:58:17.759Z,6.67,270.2,29.93,25.5,⚠️  Adulterated — Water Dilution,Medium,16.5,0.37,5.1,none
2026-05-17T15:58:18.760Z,6.67,270,29.93,25.5,⚠️  Adulterated — Water Dilution,Medium,16.4,0.37,5.1,none
2026-05-17T15:58:19.762Z,6.67,270,29.94,25.5,⚠️  Adulterated — Water Dilution,Medium,16.4,0.37,5.2,none
2026-05-17T15:58:20.534Z,6.67,269.8,,25.4,⚠️  Adulterated — Water Dilution,Medium,16.3,0.37,5.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:21.269Z,6.67,269.6,,25.4,⚠️  Adulterated — Water Dilution,Medium,16.2,0.37,5.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:22.293Z,6.67,269.4,29.94,25.4,⚠️  Adulterated — Water Dilution,Medium,16.1,0.37,5.2,none
2026-05-17T15:58:23.273Z,6.67,269.2,,25.4,⚠️  Adulterated — Water Dilution,Medium,16,0.37,5.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:24.297Z,6.67,268.8,29.94,25.4,⚠️  Adulterated — Water Dilution,Medium,15.9,0.37,5.2,none
2026-05-17T15:58:25.276Z,6.67,268.6,,25.4,⚠️  Adulterated — Water Dilution,Medium,15.8,0.37,5.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:26.278Z,6.67,268.4,,25.4,⚠️  Adulterated — Water Dilution,Medium,15.7,0.37,5.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:27.278Z,6.67,268,,25.4,⚠️  Adulterated — Water Dilution,Medium,15.5,0.37,5.2,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:28.777Z,6.67,267.6,29.94,25.4,⚠️  Adulterated — Water Dilution,Medium,15.3,0.37,5.2,none
2026-05-17T15:58:29.778Z,6.67,267.4,29.94,25.4,⚠️  Adulterated — Water Dilution,Medium,15.3,0.37,5.2,none
2026-05-17T15:58:30.781Z,6.67,267.2,29.94,25.4,⚠️  Adulterated — Water Dilution,Medium,15.2,0.37,5.2,none
2026-05-17T15:58:31.782Z,6.67,266.8,29.94,25.4,⚠️  Adulterated — Water Dilution,Medium,15,0.37,5.2,none
2026-05-17T15:58:32.783Z,6.67,266.4,29.94,25.5,⚠️  Adulterated — Water Dilution,Medium,14.8,0.37,5.2,none
2026-05-17T15:58:33.786Z,6.67,266,29.94,25.5,⚠️  Adulterated — Water Dilution,Medium,14.7,0.37,5.2,none
2026-05-17T15:58:34.786Z,6.67,265.6,29.94,25.5,⚠️  Adulterated — Water Dilution,Medium,14.5,0.37,5.2,none
2026-05-17T15:58:35.789Z,6.66,265.2,29.94,25.5,⚠️  Adulterated — Water Dilution,Medium,14.3,0.36,5.1,none
2026-05-17T15:58:36.790Z,6.66,264.8,29.94,25.6,⚠️  Adulterated — Water Dilution,Medium,14.1,0.36,5.1,none
2026-05-17T15:58:37.792Z,6.67,264.6,29.94,25.6,⚠️  Adulterated — Water Dilution,Medium,14.1,0.37,5.1,none
2026-05-17T15:58:38.296Z,6.67,264.4,,25.6,⚠️  Adulterated — Water Dilution,Medium,14,0.37,5.1,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:39.795Z,6.67,264.2,29.94,25.6,⚠️  Adulterated — Water Dilution,Medium,13.9,0.37,5.1,none
2026-05-17T15:58:40.300Z,6.67,263.8,,25.5,⚠️  Adulterated — Water Dilution,Medium,13.7,0.37,5.1,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:41.301Z,6.67,263.6,,25.5,⚠️  Adulterated — Water Dilution,Medium,13.6,0.37,5.1,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:58:42.800Z,6.67,263.2,29.94,25.6,⚠️  Adulterated — Water Dilution,Medium,13.4,0.37,5.1,none
2026-05-17T15:58:43.801Z,6.67,262.8,29.94,25.7,⚠️  Adulterated — Water Dilution,Low,13.3,0.37,5,none
2026-05-17T15:58:44.803Z,6.67,262.6,29.94,25.9,⚠️  Adulterated — Water Dilution,Low,13.2,0.37,4.9,none
2026-05-17T15:58:45.804Z,6.67,262.6,29.94,26,⚠️  Adulterated — Water Dilution,Low,13.2,0.37,4.8,none
2026-05-17T15:58:46.806Z,6.67,262.8,29.94,26.1,⚠️  Adulterated — Water Dilution,Low,13.3,0.37,4.8,none
2026-05-17T15:58:47.808Z,6.67,263.2,29.93,26.1,⚠️  Adulterated — Water Dilution,Low,13.4,0.37,4.8,none
2026-05-17T15:58:48.809Z,6.67,263.4,29.93,26.1,⚠️  Adulterated — Water Dilution,Low,13.5,0.37,4.8,none
2026-05-17T15:58:49.811Z,6.67,263.6,29.93,26.1,⚠️  Adulterated — Water Dilution,Low,13.6,0.37,4.8,none
2026-05-17T15:58:50.812Z,6.67,263.8,29.91,26,⚠️  Adulterated — Water Dilution,Low,13.7,0.37,4.8,none
2026-05-17T15:58:51.815Z,6.67,263.8,29.91,25.9,⚠️  Adulterated — Water Dilution,Low,13.7,0.37,4.9,none
2026-05-17T15:58:52.816Z,6.66,263.8,29.91,25.8,⚠️  Adulterated — Water Dilution,Low,13.7,0.36,5,none
2026-05-17T15:58:53.818Z,6.66,264,29.9,25.8,⚠️  Adulterated — Water Dilution,Low,13.8,0.36,5,none
2026-05-17T15:58:54.818Z,6.66,264.2,29.88,25.8,⚠️  Adulterated — Water Dilution,Low,13.9,0.36,5,none
2026-05-17T15:58:55.821Z,6.66,264.6,29.88,25.9,⚠️  Adulterated — Water Dilution,Low,14.1,0.36,4.9,none
2026-05-17T15:58:56.823Z,6.66,265,29.87,26,⚠️  Adulterated — Water Dilution,Low,14.2,0.36,4.8,none
2026-05-17T15:58:57.824Z,6.66,265.4,29.87,26.1,⚠️  Adulterated — Water Dilution,Low,14.4,0.36,4.8,none
2026-05-17T15:58:58.826Z,6.66,266,29.87,26.1,⚠️  Adulterated — Water Dilution,Low,14.7,0.36,4.8,none
2026-05-17T15:58:59.827Z,6.66,266.4,29.87,26.2,⚠️  Adulterated — Water Dilution,Low,14.8,0.36,4.7,none
2026-05-17T15:59:00.829Z,6.66,266.6,29.87,26.3,⚠️  Adulterated — Water Dilution,Low,14.9,0.36,4.7,none
2026-05-17T15:59:01.830Z,6.66,266.8,29.87,26.3,⚠️  Adulterated — Water Dilution,Low,15,0.36,4.6,none
2026-05-17T15:59:02.832Z,6.66,267,29.87,26.3,⚠️  Adulterated — Water Dilution,Low,15.1,0.36,4.6,none
2026-05-17T15:59:03.834Z,6.66,267,29.87,26.4,⚠️  Adulterated — Water Dilution,Low,15.1,0.36,4.6,none
2026-05-17T15:59:04.835Z,6.66,267.2,29.86,26.4,⚠️  Adulterated — Water Dilution,Low,15.2,0.36,4.6,none
2026-05-17T15:59:05.838Z,6.66,267.4,29.85,26.4,⚠️  Adulterated — Water Dilution,Low,15.3,0.36,4.6,none
2026-05-17T15:59:06.838Z,6.66,267.6,29.83,26.4,⚠️  Adulterated — Water Dilution,Low,15.3,0.36,4.6,none
2026-05-17T15:59:07.841Z,6.66,267.8,29.82,26.7,⚠️  Adulterated — Water Dilution,Low,15.4,0.36,4.4,none
2026-05-17T15:59:08.841Z,6.66,268,29.82,27,⚠️  Adulterated — Water Dilution,Low,15.5,0.36,4.2,none
2026-05-17T15:59:09.844Z,6.66,268.2,29.82,27.3,⚠️  Adulterated — Water Dilution,Low,15.6,0.36,4,none
2026-05-17T15:59:10.845Z,6.66,268.4,29.83,27.6,⚠️  Adulterated — Water Dilution,Low,15.7,0.36,3.9,none
2026-05-17T15:59:11.847Z,6.66,268.6,29.83,27.9,⚠️  Adulterated — Water Dilution,Low,15.8,0.36,3.7,none
2026-05-17T15:59:12.849Z,6.66,269,29.85,27.5,⚠️  Adulterated — Water Dilution,Low,15.9,0.36,4,none
2026-05-17T15:59:13.851Z,6.66,269.4,29.85,27.1,⚠️  Adulterated — Water Dilution,Low,16.1,0.36,4.2,none
2026-05-17T15:59:14.853Z,6.66,269.8,29.85,26.6,⚠️  Adulterated — Water Dilution,Low,16.3,0.36,4.5,none
2026-05-17T15:59:15.854Z,6.66,270.2,29.85,26.2,⚠️  Adulterated — Water Dilution,Low,16.5,0.36,4.7,none
2026-05-17T15:59:16.856Z,6.66,270.6,29.86,25.8,⚠️  Adulterated — Water Dilution,Low,16.6,0.36,5,none
2026-05-17T15:59:17.729Z,6.65,271,,25.8,⚠️  Adulterated — Water Dilution,Low,16.8,0.35,5,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:59:18.859Z,6.65,271.4,29.86,25.8,⚠️  Adulterated — Water Dilution,Low,17,0.35,5,none
2026-05-17T15:59:19.861Z,6.65,271.8,29.86,25.8,⚠️  Adulterated — Water Dilution,Low,17.2,0.35,5,none
2026-05-17T15:59:20.862Z,6.65,272.4,29.87,25.9,⚠️  Adulterated — Water Dilution,Low,17.4,0.35,4.9,none
2026-05-17T15:59:21.864Z,6.65,273,29.87,25.9,⚠️  Adulterated — Water Dilution,Low,17.7,0.35,4.9,none
2026-05-17T15:59:22.663Z,6.65,273.6,,25.9,⚠️  Adulterated — Water Dilution,Low,17.9,0.35,4.9,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:59:23.867Z,6.65,274.4,29.87,26,⚠️  Adulterated — Water Dilution,Low,18.3,0.35,4.8,none
2026-05-17T15:59:24.868Z,6.65,275,29.87,26.1,⚠️  Adulterated — Water Dilution,Low,18.5,0.35,4.8,none
2026-05-17T15:59:25.870Z,6.65,275.4,29.86,26.2,⚠️  Adulterated — Water Dilution,Low,18.7,0.35,4.7,none
2026-05-17T15:59:26.871Z,6.65,275.8,29.86,26.5,⚠️  Adulterated — Water Dilution,Low,18.9,0.35,4.6,none
2026-05-17T15:59:27.873Z,6.65,276.2,29.86,26.6,⚠️  Adulterated — Water Dilution,Low,19.1,0.35,4.5,none
2026-05-17T15:59:28.875Z,6.65,276.4,29.86,26.7,⚠️  Adulterated — Water Dilution,Low,19.1,0.35,4.4,none
2026-05-17T15:59:29.877Z,6.65,276.8,29.86,26.8,⚠️  Adulterated — Water Dilution,Low,19.3,0.35,4.4,none
2026-05-17T15:59:30.879Z,6.65,277.4,29.86,26.8,⚠️  Adulterated — Water Dilution,Low,19.6,0.35,4.4,none
2026-05-17T15:59:31.879Z,6.65,278.2,29.86,26.7,⚠️  Adulterated — Water Dilution,Low,19.9,0.35,4.4,none
2026-05-17T15:59:32.882Z,6.65,279,29.86,26.7,⚠️  Adulterated — Water Dilution,Medium,20.3,0.35,4.4,none
2026-05-17T15:59:33.883Z,6.64,279.8,29.86,26.7,⚠️  Adulterated — Water Dilution,Medium,20.6,0.34,4.4,none
2026-05-17T15:59:34.885Z,6.64,280.6,29.86,26.8,⚠️  Adulterated — Water Dilution,Medium,20.9,0.34,4.4,none
2026-05-17T15:59:35.887Z,6.64,281.4,29.87,26.9,⚠️  Adulterated — Water Dilution,Medium,21.3,0.34,4.3,none
2026-05-17T15:59:36.561Z,6.64,282.2,,26.9,⚠️  Adulterated — Water Dilution,Medium,21.6,0.34,4.3,TEMP_SENSOR_FAULT — check pin 4 + 4.7kΩ pull-up
2026-05-17T15:59:37.890Z,6.65,282.8,29.88,27.1,⚠️  Adulterated — Water Dilution,Medium,21.9,0.35,4.2,none
2026-05-17T15:59:38.891Z,6.65,283.6,29.88,27,⚠️  Adulterated — Water Dilution,Medium,22.2,0.35,4.2,none
2026-05-17T15:59:39.893Z,6.65,284.4,29.88,27,⚠️  Adulterated — Water Dilution,Medium,22.6,0.35,4.2,none
2026-05-17T15:59:40.894Z,6.65,285,29.87,27,⚠️  Adulterated — Water Dilution,Medium,22.8,0.35,4.2,none
2026-05-17T15:59:41.896Z,6.65,285.6,29.87,27.1,⚠️  Adulterated — Water Dilution,Medium,23.1,0.35,4.2,none
2026-05-17T15:59:42.898Z,6.65,286.4,29.86,27.1,⚠️  Adulterated — Water Dilution,Medium,23.4,0.35,4.2,none
2026-05-17T15:59:43.900Z,6.65,287.2,29.86,27.1,⚠️  Adulterated — Water Dilution,Medium,23.8,0.35,4.2,none
2026-05-17T15:59:44.902Z,6.64,287.8,29.86,27,⚠️  Adulterated — Water Dilution,Medium,24.1,0.34,4.2,none
2026-05-17T15:59:45.903Z,6.64,288.6,29.87,26.9,⚠️  Adulterated — Water Dilution,Medium,24.4,0.34,4.3,none
2026-05-17T15:59:46.904Z,6.64,289.4,29.87,26.7,⚠️  Adulterated — Water Dilution,Medium,24.7,0.34,4.4,none
2026-05-17T15:59:47.906Z,6.64,290,29.87,26.5,⚠️  Adulterated — Water Dilution,Medium,25,0.34,4.5,none
2026-05-17T15:59:48.907Z,6.64,290.4,29.86,26.5,⚠️  Adulterated — Water Dilution,Medium,25.2,0.34,4.6,none
2026-05-17T15:59:49.909Z,6.64,291,29.85,26.5,⚠️  Adulterated — Water Dilution,Medium,25.4,0.34,4.6,none
2026-05-17T15:59:50.911Z,6.64,291.6,29.85,26.5,⚠️  Adulterated — Water Dilution,Medium,25.7,0.34,4.6,none
2026-05-17T15:59:51.913Z,6.64,292.2,29.85,26.5,⚠️  Adulterated — Water Dilution,Medium,25.9,0.34,4.6,none
2026-05-17T15:59:52.914Z,6.64,293,29.85,26.4,⚠️  Adulterated — Water Dilution,Medium,26.3,0.34,4.6,none
2026-05-17T15:59:53.916Z,6.64,294,29.87,26.4,⚠️  Adulterated — Water Dilution,Medium,26.7,0.34,4.6,none
2026-05-17T15:59:54.917Z,6.64,295,29.88,26.4,⚠️  Adulterated — Water Dilution,Medium,27.2,0.34,4.6,none
2026-05-17T15:59:55.919Z,6.64,296,29.88,26.4,⚠️  Adulterated — Water Dilution,Medium,27.6,0.34,4.6,none
2026-05-17T15:59:56.920Z,6.63,297,29.88,26.4,⚠️  Adulterated — Water Dilution,Medium,28,0.33,4.6,none
2026-05-17T15:59:57.922Z,6.63,297.8,29.88,26.4,⚠️  Adulterated — Water Dilution,Medium,28.4,0.33,4.6,none
