timestamp,ph,turb,temp,gas
2026-05-17T16:07:40.151Z,926,452,29.75,470
2026-05-17T16:07:40.152Z,928.5,454.5,29.72,470
2026-05-17T16:07:44.677Z,931.667,457,29.71,470.333
2026-05-17T16:07:45.677Z,933.5,458.25,29.705,470.5
2026-05-17T16:07:46.680Z,934.8,459,29.702,470.8
2026-05-17T16:07:47.680Z,937.8,461,29.69,471
2026-05-17T16:07:48.683Z,939.8,462,29.69,471.2
2026-05-17T16:07:49.684Z,940.8,462.2,29.69,471.4
2026-05-17T16:07:50.686Z,941.4,462.2,29.69,471.6
2026-05-17T16:07:51.688Z,942.2,462.2,29.69,471.4
2026-05-17T16:07:52.689Z,942.4,462.4,29.69,471.4
2026-05-17T16:07:53.690Z,942.8,462.4,29.69,471.4
2026-05-17T16:07:54.692Z,942.8,462.4,29.69,471.2
2026-05-17T16:07:55.694Z,943,462.6,29.69,470.8
2026-05-17T16:07:56.695Z,942.8,462.8,29.702,470.6
2026-05-17T16:07:57.697Z,943,462.8,29.702,470.4
2026-05-17T16:07:58.699Z,943.2,463.2,29.702,470.2
2026-05-17T16:07:59.700Z,943.4,463.4,29.702,470.2
2026-05-17T16:08:00.702Z,943.8,463.6,29.714,470.4
2026-05-17T16:08:01.703Z,944.2,463.6,29.702,470.6
2026-05-17T16:08:02.705Z,944.6,463.6,29.702,470.8
2026-05-17T16:08:03.706Z,945,463.8,29.702,471
2026-05-17T16:08:04.708Z,945.8,464,29.702,471
2026-05-17T16:08:05.709Z,946,464.2,29.69,471
2026-05-17T16:08:06.711Z,946.6,465,29.69,470.6
2026-05-17T16:08:07.713Z,946.4,466,29.702,470.2
2026-05-17T16:08:08.714Z,946,466.8,29.714,469.8
2026-05-17T16:08:09.716Z,945.2,467.8,29.714,469.4
2026-05-17T16:08:10.717Z,945.2,469.2,29.726,469
2026-05-17T16:08:11.719Z,944.4,470.2,29.726,469
2026-05-17T16:08:12.720Z,944.4,471.6,29.714,468.8
2026-05-17T16:08:13.722Z,944.4,472.8,29.702,468.8
2026-05-17T16:08:14.724Z,944.4,474,29.702,468.8
2026-05-17T16:08:15.540Z,944.2,474.8,,469.2
2026-05-17T16:08:16.237Z,946.2,475.2,,469.6
2026-05-17T16:08:17.232Z,948.4,474.8,,470.2
2026-05-17T16:08:18.233Z,950.4,474.6,,470.6
2026-05-17T16:08:19.236Z,952.4,474.2,,471
2026-05-17T16:08:20.237Z,954.2,473.8,,471
2026-05-17T16:08:21.238Z,954.2,473.8,,471
2026-05-17T16:08:22.240Z,953.8,474,,470.8
2026-05-17T16:08:23.241Z,953.6,474,,470.6
2026-05-17T16:08:24.243Z,953.4,474,,470.4
2026-05-17T16:08:25.245Z,953,474,,470.2
2026-05-17T16:08:26.246Z,952.6,474,,470
2026-05-17T16:08:27.248Z,952.6,474,,470
2026-05-17T16:08:28.249Z,952.8,474,,470
2026-05-17T16:08:29.251Z,952.8,474,,470
2026-05-17T16:08:30.253Z,953.2,474,,470
2026-05-17T16:08:31.254Z,953.4,474,,470
